idx,rxn_smiles,dE0,dHrxn298
2676,[H]C(=[O+][C-]([H])[H])C([H])=C([H])[H]>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],28.204859999999996,-58.50672
2677,[H]C(=O)C1([H])C([H])([H])C1([H])[H]>>[H]C1=C([H])C([H])([H])C([H])([H])O1,52.481840000000005,-3.02601
2677,[H]C1=C([H])C([H])([H])C([H])([H])O1>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],55.507850000000005,3.02601
2678,[H]C(=O)C1([H])C([H])([H])C1([H])[H]>>[H]C1([H])C([H])([H])[C@]2([H])O[C@]12[H],71.65964,25.0096
2678,[H]C1([H])C([H])([H])[C@]2([H])O[C@]12[H]>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],46.65004,-25.0096
2679,[H]C(=O)C1([H])C([H])([H])C1([H])[H]>>[H]O[C]C1([H])C([H])([H])C1([H])[H],77.81057,47.6247
2679,[H]O[C]C1([H])C([H])([H])C1([H])[H]>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],30.18587,-47.6247
2680,[H]C(=O)C1([H])C([H])([H])C1([H])[H]>>[H][C-]=[O+]C1([H])C([H])([H])C1([H])[H],119.27915,68.83641
2680,[H][C-]=[O+]C1([H])C([H])([H])C1([H])[H]>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],50.44274,-68.83641
2681,[H]C(=O)C1([H])C([H])([H])C1([H])[H]>>[H]C(=C=O)C([H])([H])C([H])([H])[H],59.16444,-5.015969999999999
2681,[H]C(=C=O)C([H])([H])C([H])([H])[H]>>[H]C(=O)C1([H])C([H])([H])C1([H])[H],64.18041,5.015969999999999
2682,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])([H])C#N.[H]C([H])=C=O,97.36792,14.90073
2682,[H]C([H])([H])C#N.[H]C([H])=C=O>>[H]C([H])([H])C([H])([H])C(=O)C#N,82.46719,-14.90073
2683,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])([H])C([H])([H])C(=O)[N+]#[C-],40.478,13.08343
2683,[H]C([H])([H])C([H])([H])C(=O)[N+]#[C-]>>[H]C([H])([H])C([H])([H])C(=O)C#N,27.39457,-13.08343
2684,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])([H])[C@@]1([H])O[C@]1([H])C#N,83.70295,21.63502
2684,[H]C([H])([H])[C@@]1([H])O[C@]1([H])C#N>>[H]C([H])([H])C([H])([H])C(=O)C#N,62.067930000000004,-21.63502
2685,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])([H])C([H])([H])N=C=C=O,91.89619,47.2457
2685,[H]C([H])([H])C([H])([H])N=C=C=O>>[H]C([H])([H])C([H])([H])C(=O)C#N,44.650490000000005,-47.2457
2686,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]OC1(C#N)C([H])([H])C1([H])[H],70.86851999999999,18.14588
2686,[H]OC1(C#N)C([H])([H])C1([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,52.72263999999999,-18.14588
2687,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C(=O)[C@]([H])(C#N)C([H])([H])[H],81.28044,-0.07329
2687,[H]C(=O)[C@]([H])(C#N)C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,81.35373,0.07329
2688,[H]C([H])([H])C([H])([H])C(=O)C#N>>[C-]#[O+].[H]C#N.[H]C([H])=C([H])[H],67.04706999999999,24.3823
2688,[C-]#[O+].[H]C#N.[H]C([H])=C([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,42.66476999999999,-24.3823
2689,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]O/C(C#N)=C(/[H])C([H])([H])[H],72.42933000000001,7.03083
2689,[H]O/C(C#N)=C(/[H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,65.39850000000001,-7.03083
2690,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]N1[C+]=C([O-])C([H])([H])C1([H])[H],81.94891,36.38816
2690,[H]N1[C+]=C([O-])C([H])([H])C1([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,45.56075,-36.38816
2691,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])([H])C([H])([H])[C-]=[O+]C#N,100.66589,77.01226
2691,[H]C([H])([H])C([H])([H])[C-]=[O+]C#N>>[H]C([H])([H])C([H])([H])C(=O)C#N,23.653630000000007,-77.01226
2692,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]/N=C1/C(=O)C([H])([H])C1([H])[H],95.98513,17.74776
2692,[H]/N=C1/C(=O)C([H])([H])C1([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,78.23737,-17.74776
2693,[H]C([H])([H])C([H])([H])C(=O)C#N>>[H]C([H])=C(C#N)OC([H])([H])[H],92.62498,18.10686
2693,[H]C([H])=C(C#N)OC([H])([H])[H]>>[H]C([H])([H])C([H])([H])C(=O)C#N,74.51812,-18.10686
2694,[H]C([H])([H])C([H])([H])C(=O)C#N>>[C-]#[O+].[H]C([H])([H])C([H])([H])C#N,105.00895,-4.58517
2694,[C-]#[O+].[H]C([H])([H])C([H])([H])C#N>>[H]C([H])([H])C([H])([H])C(=O)C#N,109.59412,4.58517
2695,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]OC1([H])C([H])([H])C1([H])[H].[H][C]O[H],100.93194,80.98125999999999
2695,[H]OC1([H])C([H])([H])C1([H])[H].[H][C]O[H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],19.950680000000006,-80.98125999999999
2696,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]O[C@]1([H])C(=O)C([H])([H])C1([H])[H].[H][H],100.11282,15.55482
2696,[H]O[C@]1([H])C(=O)C([H])([H])C1([H])[H].[H][H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],84.55799999999999,-15.55482
2697,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]O[C]C([H])([H])C([H])([H])C([H])([H])O[H],63.98366,42.02106
2697,[H]O[C]C([H])([H])C([H])([H])C([H])([H])O[H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],21.962600000000002,-42.02106
2698,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]C([H])=C([H])[H].[H]O/C([H])=C(/[H])O[H],93.31573,19.2254
2698,[H]C([H])=C([H])[H].[H]O/C([H])=C(/[H])O[H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],74.09033,-19.2254
2699,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]O[C@@]1([H])C([H])=C([H])C1([H])[H].[H]O[H],67.50583,16.260460000000002
2699,[H]O[C@@]1([H])C([H])=C([H])C1([H])[H].[H]O[H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],51.24537,-16.260460000000002
2700,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]O[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H],91.78126,-8.4553
2700,[H]O[C@]1([H])C([H])([H])OC([H])([H])C1([H])[H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],100.23656,8.4553
2701,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H]>>[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])=O.[H][H],92.80379,20.98488
2701,[H]O[C@]1([H])C([H])([H])[C@]1([H])C([H])=O.[H][H]>>[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]1([H])O[H],71.81891,-20.98488
2702,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]C([H])=C([H])C([H])([H])C([H])([H])[H].[H]C([H])=C([H])[H],94.3722,19.24378
2702,[H]C([H])=C([H])C([H])([H])C([H])([H])[H].[H]C([H])=C([H])[H]>>[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],75.12842,-19.24378
2703,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H]>>[H][C]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],80.16232,75.64074000000001
2703,[H][C]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],4.521579999999986,-75.64074000000001
2704,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H]>>[H]C([H])([H])C([H])([H])[C]C([H])([H])C([H])([H])C([H])([H])[H],75.64493,63.54093
2704,[H]C([H])([H])C([H])([H])[C]C([H])([H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],12.104,-63.54093
2705,[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H]>>[H][C]C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],80.40038,74.79965
2705,[H][C]C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]>>[H]C([H])([H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],5.600729999999999,-74.79965
2706,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H][C][C@]1([H])[C@]2([H])N3[C@]2([H])[C@]31[H],83.58909,53.416990000000006
2706,[H][C][C@]1([H])[C@]2([H])N3[C@]2([H])[C@]31[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],30.172099999999993,-53.416990000000006
2707,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]C1=N[C@]1([H])C1([H])C([H])=C1[H],71.24521,-12.42495
2707,[H]C1=N[C@]1([H])C1([H])C([H])=C1[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],83.67016,12.42495
2708,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]C1=C([H])[C@@]2([H])N3[C@]1([H])[C@]32[H],29.97373,-46.26145
2708,[H]C1=C([H])[C@@]2([H])N3[C@]1([H])[C@]32[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],76.23518,46.26145
2709,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]C1=C([H])[C@]2([H])[C@]3([H])N1[C@]23[H],43.552890000000005,-30.42868
2709,[H]C1=C([H])[C@]2([H])[C@]3([H])N1[C@]23[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],73.98157,30.42868
2710,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]C1=N[C@@]2([H])C([H])=C([H])[C@@]12[H],46.83875,-45.04502
2710,[H]C1=N[C@@]2([H])C([H])=C([H])[C@@]12[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],91.88377,45.04502
2711,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]C1([H])N2[C@@]3([H])[C][C@]1([H])[C@@]23[H],52.64764,7.04368
2711,[H]C1([H])N2[C@@]3([H])[C][C@]1([H])[C@@]23[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],45.60396,-7.04368
2712,[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H]>>[H]N1[C@@]2([H])[C@@]3([H])[C@]1([H])[C][C@@]23[H],48.60611,3.17945
2712,[H]N1[C@@]2([H])[C@@]3([H])[C@]1([H])[C][C@@]23[H]>>[H][C@]12N3[C@]4([H])[C@@]3([H])[C@@]1([H])[C@]24[H],45.42666,-3.17945
2713,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C(=O)C([H])([H])C([H])=C([H])[H].[H]O[H],64.95903,12.62191
2713,[H]C(=O)C([H])([H])C([H])=C([H])[H].[H]O[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,52.33712,-12.62191
2714,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H][C-]=[O+]C([H])([H])[C@]([H])(O[H])C([H])([H])[H],114.92155,61.33252
2714,[H][C-]=[O+]C([H])([H])[C@]([H])(O[H])C([H])([H])[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,53.589029999999994,-61.33252
2715,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C([H])([H])[H].[H]O[C]C([H])([H])C([H])=O,82.74643,60.29765
2715,[H]C([H])([H])[H].[H]O[C]C([H])([H])C([H])=O>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,22.448780000000006,-60.29765
2716,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C(=O)C([H])([H])C([H])([H])[H].[H]C([H])=O,103.10979,18.1692
2716,[H]C(=O)C([H])([H])C([H])([H])[H].[H]C([H])=O>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,84.94059,-18.1692
2717,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]O[C@@]([H])(C([H])=C=O)C([H])([H])[H].[H][H],80.64661,29.35108
2717,[H]O[C@@]([H])(C([H])=C=O)C([H])([H])[H].[H][H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,51.29553,-29.35108
2718,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C(=O)C([H])([H])C([H])([H])C([H])=O.[H][H],104.07281,20.69466
2718,[H]C(=O)C([H])([H])C([H])([H])C([H])=O.[H][H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,83.37815,-20.69466
2719,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C(=O)/C([H])=C(/[H])C([H])([H])[H].[H]O[H],56.57696,10.23824
2719,[H]C(=O)/C([H])=C(/[H])C([H])([H])[H].[H]O[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,46.33872,-10.23824
2720,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]O[C@@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H],48.49459,10.66571
2720,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])[H])C1([H])[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,37.82888,-10.66571
2721,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C(=O)C([H])([H])[H].[H]OC([H])=C([H])[H],33.74507,19.26518
2721,[H]C(=O)C([H])([H])[H].[H]OC([H])=C([H])[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,14.479889999999997,-19.26518
2722,[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O>>[H]C([H])=O.[H]OC(=C([H])[H])C([H])([H])[H],63.09519,23.61768
2722,[H]C([H])=O.[H]OC(=C([H])[H])C([H])([H])[H]>>[H]O[C@]([H])(C([H])([H])[H])C([H])([H])C([H])=O,39.47751,-23.61768
2723,[H]C([H])([H])OC(=O)C#N>>[H]C([H])([H])OC(=O)[N+]#[C-],49.63174,19.95736
2723,[H]C([H])([H])OC(=O)[N+]#[C-]>>[H]C([H])([H])OC(=O)C#N,29.67438,-19.95736
2724,[H]C([H])([H])OC(=O)C#N>>[H]/N=C1/C(=O)OC1([H])[H],93.85758,12.11396
2724,[H]/N=C1/C(=O)OC1([H])[H]>>[H]C([H])([H])OC(=O)C#N,81.74361999999999,-12.11396
2725,[H]C([H])([H])OC(=O)C#N>>[H]N1[C+]=C([O-])OC1([H])[H],82.71301,31.70908
2725,[H]N1[C+]=C([O-])OC1([H])[H]>>[H]C([H])([H])OC(=O)C#N,51.00393,-31.70908
2726,[H]C([H])([H])OC(=O)C#N>>[C-]#[O+].[H]C#N.[H]C([H])=O,73.76254,22.07639
2726,[C-]#[O+].[H]C#N.[H]C([H])=O>>[H]C([H])([H])OC(=O)C#N,51.68615,-22.07639
2727,[H]C([H])([H])OC(=O)C#N>>[H]C([H])([H])[O+]=[C-]O[N+]#[C-],134.8995,119.22771000000002
2727,[H]C([H])([H])[O+]=[C-]O[N+]#[C-]>>[H]C([H])([H])OC(=O)C#N,15.671789999999973,-119.22771000000002
2728,[H]C#CC#CC([H])=O>>[H]C#CC([H])=C=C=O,82.38316,1.48835
2728,[H]C#CC([H])=C=C=O>>[H]C#CC#CC([H])=O,80.89481,-1.48835
2729,[H]C#CC#CC([H])=O>>[H]C#CC(=[C])C([H])=O,53.76295,50.56974
2729,[H]C#CC(=[C])C([H])=O>>[H]C#CC#CC([H])=O,3.1932099999999934,-50.56974
2730,[H]C#CC#CC([H])=O>>[H]C(=O)C([H])=C1C#C1,96.96085,59.60099
2730,[H]C(=O)C([H])=C1C#C1>>[H]C#CC#CC([H])=O,37.35985999999999,-59.60099
2731,[H]C#CC#CC([H])=O>>[H]C(=O)C12C3=C1C32[H],85.01035,71.19368
2731,[H]C(=O)C12C3=C1C32[H]>>[H]C#CC#CC([H])=O,13.816670000000002,-71.19368
2732,[H]C#CC#CC([H])=O>>[H]C#C[C@@]1([H])OC1=[C],127.60058,88.66792
2732,[H]C#C[C@@]1([H])OC1=[C]>>[H]C#CC#CC([H])=O,38.93266,-88.66792
2733,[H]C#CC#CC([H])=O>>[H]C1=C=C1[C+]=C([H])[O-],53.97241,53.06735
2733,[H]C1=C=C1[C+]=C([H])[O-]>>[H]C#CC#CC([H])=O,0.905060000000006,-53.06735
2734,[H]C#CC#CC([H])=O>>[H]C(=O)C([H])=[C+]C#[C-],85.10984,43.01583
2734,[H]C(=O)C([H])=[C+]C#[C-]>>[H]C#CC#CC([H])=O,42.094010000000004,-43.01583
2735,[H]C#CC#CC([H])=O>>[H]C1=C=C=C=C([H])O1,63.09194,48.08595
2735,[H]C1=C=C=C=C([H])O1>>[H]C#CC#CC([H])=O,15.005990000000004,-48.08595
2736,[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C1([H])C([H])([H])[C@@]2([H])[C@@]3([H])[C@]1([H])[C@@]23[H],76.33509000000001,0.1535099999999999
2736,[H]C1([H])C([H])([H])[C@@]2([H])[C@@]3([H])[C@]1([H])[C@@]23[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],76.18158000000001,-0.1535099999999999
2737,[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C([H])=C([H])C1([H])C([H])([H])[C]C1([H])[H],77.60305,64.1211
2737,[H]C([H])=C([H])C1([H])C([H])([H])[C]C1([H])[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],13.481949999999998,-64.1211
2738,[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H],37.42006,-17.59432
2738,[H]C1=C([H])[C@]2([H])C([H])([H])[C@]2([H])C1([H])[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],55.01438,17.59432
2739,[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C1([H])[C][C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],64.20891,52.96804
2739,[H]C1([H])[C][C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],11.240870000000001,-52.96804
2740,[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H]>>[H]C1=[C-]C([H])([H])[C@@]([H])(C([H])([H])[H])[C+]1[H],69.74044,33.96975
2740,[H]C1=[C-]C([H])([H])[C@@]([H])(C([H])([H])[H])[C+]1[H]>>[H]C1=C([H])[C@]2([H])C([H])([H])[C@@]1([H])C2([H])[H],35.77069000000001,-33.96975
2741,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C-]1N([H])[C@@]1([H])C1=[O+]C1([H])[H].[H][H],132.66058999999998,96.55953
2741,[H][C-]1N([H])[C@@]1([H])C1=[O+]C1([H])[H].[H][H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],36.10105999999999,-96.55953
2742,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C][C@@]([H])(O[H])[C@]1([H])N([H])C1([H])[H],70.55128,67.36102
2742,[H][C][C@@]([H])(O[H])[C@]1([H])N([H])C1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],3.190260000000009,-67.36102
2743,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@@]1([H])[C-]=[O+]1.[H][H],88.47595,64.64587
2743,[H]N1C([H])([H])[C@]1([H])[C@@]1([H])[C-]=[O+]1.[H][H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],23.830079999999995,-64.64587
2744,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C-]1[C@]([H])([C@]2([H])OC2([H])[H])[N+]1([H])[H],63.251630000000006,51.58683
2744,[H][C-]1[C@]([H])([C@]2([H])OC2([H])[H])[N+]1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],11.664800000000007,-51.58683
2745,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]/C(=N\C([H])([H])[H])[C@]1([H])OC1([H])[H],63.35668,-9.71258
2745,[H]/C(=N\C([H])([H])[H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],73.06926,9.71258
2746,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]/N=C(\[H])C([H])([H])[C@]1([H])OC1([H])[H],58.25545,-16.535729999999997
2746,[H]/N=C(\[H])C([H])([H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],74.79118,16.535729999999997
2747,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]C([H])=O.[H]C1=C([H])C([H])([H])N1[H],96.53317,8.77128
2747,[H]C([H])=O.[H]C1=C([H])C([H])([H])N1[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],87.76189,-8.77128
2748,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C]N([H])C([H])([H])[C@]1([H])OC1([H])[H],71.78711,27.09028
2748,[H][C]N([H])C([H])([H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],44.69683,-27.09028
2749,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]C(=[O+][C-]([H])[H])[C@]1([H])N([H])C1([H])[H],54.58485,47.84919
2749,[H]C(=[O+][C-]([H])[H])[C@]1([H])N([H])C1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],6.735660000000003,-47.84919
2750,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]OC([H])([H])[C@@]1([H])N2C([H])([H])[C@@]21[H],60.37481,2.33294
2750,[H]OC([H])([H])[C@@]1([H])N2C([H])([H])[C@@]21[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],58.041869999999996,-2.33294
2751,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C-]=[O+]C([H])([H])[C@]1([H])N([H])C1([H])[H],75.42634,47.15644
2751,[H][C-]=[O+]C([H])([H])[C@]1([H])N([H])C1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],28.269899999999993,-47.15644
2752,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C]C([H])([H])O[C@]1([H])N([H])C1([H])[H],105.60079,77.21483
2752,[H][C]C([H])([H])O[C@]1([H])N([H])C1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],28.385959999999997,-77.21483
2753,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]C1([H])O[C@@]1([H])[C-]1C([H])([H])[N+]1([H])[H],60.29841,44.85529
2753,[H]C1([H])O[C@@]1([H])[C-]1C([H])([H])[N+]1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],15.44312,-44.85529
2754,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C-]=[O+]C([H])([H])[H],71.15477,34.71301
2754,[H]N1C([H])([H])[C@]1([H])[C-]=[O+]C([H])([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],36.44176,-34.71301
2755,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]C1=C([H])C([H])([H])N([H])OC1([H])[H],81.23091,53.61205
2755,[H]C1=C([H])C([H])([H])N([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],27.61885999999999,-53.61205
2756,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]/C(=C1\OC1([H])[H])C([H])([H])N([H])[H],68.62467,-2.59915
2756,[H]/C(=C1\OC1([H])[H])C([H])([H])N([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],71.22381999999999,2.59915
2757,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]/C(=C1/OC1([H])[H])N([H])C([H])([H])[H],106.5707,3.85224
2757,[H]/C(=C1/OC1([H])[H])N([H])C([H])([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],102.71846000000001,-3.85224
2758,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H][C+](N([H])[C-]([H])[H])[C@]1([H])OC1([H])[H],45.21971,20.81194
2758,[H][C+](N([H])[C-]([H])[H])[C@]1([H])OC1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],24.40777,-20.81194
2759,[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H]>>[H]OC([H])([H])[C][C@]1([H])N([H])C1([H])[H],68.15926,51.64591
2759,[H]OC([H])([H])[C][C@]1([H])N([H])C1([H])[H]>>[H]N1C([H])([H])[C@]1([H])[C@]1([H])OC1([H])[H],16.513350000000003,-51.64591
2760,[H]C(=O)C(=O)C([H])([H])[H]>>[H]OC(C([H])=O)=C([H])[H],68.60838000000001,8.759910000000001
2760,[H]OC(C([H])=O)=C([H])[H]>>[H]C(=O)C(=O)C([H])([H])[H],59.848470000000006,-8.759910000000001
2761,[H]C(=O)C(=O)C([H])([H])[H]>>[C-]#[O+].[H]O[C]C([H])([H])[H],59.47605,49.61659
